ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00010061,ZAC0000552,12/11/2017 12:18,COMPLETE,15/11/2017 14:09,19/11/2017 05:01,18/11/2017,
ZA-00010062,ZAC0023633,12/11/2017 22:57,COMPLETE,14/11/2017 17:40,17/11/2017 08:16,24/11/2017,
ZA-00010063,ZAC0019092,12/11/2017 14:54,COMPLETE,13/11/2017 14:44,15/11/2017 07:53,20/11/2017,
ZA-00010064,ZAC0010322,12/11/2017 08:49,COMPLETE,15/11/2017 10:39,17/11/2017 19:30,19/11/2017,
ZA-00010065,ZAC0000825,12/11/2017 12:23,COMPLETE,15/11/2017 06:43,18/11/2017 10:09,19/11/2017,
ZA-00010066,ZAC0017138,12/11/2017 20:05,COMPLETE,14/11/2017 05:27,17/11/2017 23:34,17/11/2017,
ZA-00010067,ZAC0003170,12/11/2017 22:13,COMPLETE,14/11/2017 08:54,16/11/2017 11:53,21/11/2017,
ZA-00010068,ZAC0010957,13/11/2017 18:25,COMPLETE,21/11/2017 08:51,28/11/2017 17:30,01/12/2017,
ZA-00010069,ZAC0007966,13/11/2017 18:07,COMPLETE,16/11/2017 23:43,20/11/2017 06:02,20/11/2017,
ZA-00010070,ZAC0002406,13/11/2017 10:10,COMPLETE,20/11/2017 15:19,29/11/2017 21:35,25/11/2017,
ZA-00010071,ZAC0011062,13/11/2017 13:14,COMPLETE,15/11/2017 08:05,22/11/2017 18:06,18/11/2017,
ZA-00010072,ZAC0013377,13/11/2017 20:55,COMPLETE,14/11/2017 21:23,17/11/2017 07:28,18/11/2017,
ZA-00010073,ZAC0001806,13/11/2017 16:18,COMPLETE,17/11/2017 15:21,19/11/2017 13:34,20/11/2017,
ZA-00010074,ZAC0000870,13/11/2017 07:24,COMPLETE,14/11/2017 14:12,17/11/2017 10:19,19/11/2017,
ZA-00010075,ZAC0015241,13/11/2017 11:33,COMPLETE,15/11/2017 05:37,21/11/2017 00:14,20/11/2017,
ZA-00010076,ZAC0008573,13/11/2017 12:51,COMPLETE,18/11/2017 14:59,19/11/2017 03:00,23/11/2017,
ZA-00010077,ZAC0016187,13/11/2017 16:49,COMPLETE,15/11/2017 01:42,24/11/2017 14:57,22/11/2017,
ZA-00010078,ZAC0002948,13/11/2017 15:45,COMPLETE,16/11/2017 09:21,21/11/2017 04:18,23/11/2017,
ZA-00010079,ZAC0010025,13/11/2017 12:54,COMPLETE,17/11/2017 14:35,20/11/2017 04:49,21/11/2017,
ZA-00010080,ZAC0023906,13/11/2017 11:05,COMPLETE,16/11/2017 19:42,22/11/2017 20:02,23/11/2017,
ZA-00010081,ZAC0007259,13/11/2017 16:58,COMPLETE,19/11/2017 21:13,22/11/2017 06:08,22/11/2017,
ZA-00010082,ZAC0009017,13/11/2017 18:39,COMPLETE,21/11/2017 22:26,24/11/2017 18:42,28/11/2017,
ZA-00010083,ZAC0011785,13/11/2017 21:40,COMPLETE,14/11/2017 03:08,23/11/2017 08:45,17/11/2017,
ZA-00010084,ZAC0014793,13/11/2017 21:29,COMPLETE,15/11/2017 09:09,19/11/2017 02:44,19/11/2017,LOYAL5
ZA-00010085,ZAC0018001,13/11/2017 19:15,COMPLETE,15/11/2017 14:44,22/11/2017 00:31,22/11/2017,
ZA-00010086,ZAC0012466,13/11/2017 11:21,COMPLETE,23/11/2017 02:13,04/12/2017 03:53,27/11/2017,WINTER15
ZA-00010087,ZAC0000239,13/11/2017 11:42,COMPLETE,14/11/2017 05:20,20/11/2017 14:03,21/11/2017,
ZA-00010088,ZAC0012301,13/11/2017 20:01,COMPLETE,14/11/2017 18:14,15/11/2017 22:08,17/11/2017,
ZA-00010089,ZAC0011720,13/11/2017 07:24,COMPLETE,14/11/2017 15:00,15/11/2017 11:39,21/11/2017,
ZA-00010090,ZAC0017318,13/11/2017 10:12,COMPLETE,16/11/2017 12:42,19/11/2017 04:36,20/11/2017,BULK20
ZA-00010091,ZAC0006793,13/11/2017 07:46,COMPLETE,13/11/2017 14:28,16/11/2017 10:56,17/11/2017,
ZA-00010092,ZAC0004370,13/11/2017 21:39,COMPLETE,17/11/2017 09:51,22/11/2017 01:49,21/11/2017,LOYAL5
ZA-00010093,ZAC0019676,13/11/2017 09:28,COMPLETE,16/11/2017 23:30,17/11/2017 20:33,20/11/2017,WINTER15
ZA-00010094,ZAC0006358,13/11/2017 19:05,COMPLETE,16/11/2017 07:21,21/11/2017 13:31,19/11/2017,
ZA-00010095,ZAC0017951,13/11/2017 07:20,COMPLETE,14/11/2017 19:25,22/11/2017 15:37,19/11/2017,
ZA-00010096,ZAC0019868,13/11/2017 06:13,COMPLETE,14/11/2017 09:05,16/11/2017 13:28,19/11/2017,
ZA-00010097,ZAC0007069,13/11/2017 08:42,COMPLETE,14/11/2017 14:32,21/11/2017 06:14,19/11/2017,
ZA-00010098,ZAC0012663,13/11/2017 06:59,COMPLETE,19/11/2017 13:24,22/11/2017 17:26,22/11/2017,
ZA-00010099,ZAC0012121,13/11/2017 07:21,CANCELLED,,,,BULK20
ZA-00010100,ZAC0016086,13/11/2017 21:29,RETURNED,16/11/2017 09:37,21/11/2017 13:21,21/11/2017,
ZA-00010101,ZAC0018414,13/11/2017 10:08,COMPLETE,14/11/2017 20:32,16/11/2017 04:14,18/11/2017,FREESHIP
ZA-00010102,ZAC0004197,13/11/2017 22:52,COMPLETE,17/11/2017 09:00,21/11/2017 09:45,22/11/2017,
ZA-00010103,ZAC0002878,13/11/2017 07:03,COMPLETE,15/11/2017 11:27,19/11/2017 09:25,19/11/2017,
ZA-00010104,ZAC0016008,13/11/2017 14:28,COMPLETE,15/11/2017 06:54,18/11/2017 07:51,25/11/2017,BULK20
ZA-00010105,ZAC0003172,13/11/2017 06:18,COMPLETE,16/11/2017 00:56,18/11/2017 23:36,20/11/2017,
ZA-00010106,ZAC0002253,13/11/2017 07:19,COMPLETE,14/11/2017 17:48,22/11/2017 11:29,18/11/2017,
ZA-00010107,ZAC0011203,13/11/2017 13:41,CANCELLED,,,,BULK20
ZA-00010108,ZAC0016408,13/11/2017 07:33,COMPLETE,15/11/2017 00:45,18/11/2017 10:52,20/11/2017,
ZA-00010109,ZAC0011211,13/11/2017 07:59,COMPLETE,14/11/2017 20:07,17/11/2017 13:37,21/11/2017,
ZA-00010110,ZAC0008480,13/11/2017 07:15,COMPLETE,16/11/2017 05:25,19/11/2017 12:24,21/11/2017,
ZA-00010111,ZAC0014857,13/11/2017 15:42,COMPLETE,25/11/2017 02:51,29/11/2017 11:29,05/12/2017,
ZA-00010112,ZAC0022283,13/11/2017 13:15,COMPLETE,17/11/2017 19:15,25/11/2017 09:54,27/11/2017,LOYAL5
ZA-00010113,ZAC0020775,13/11/2017 12:35,COMPLETE,15/11/2017 16:48,17/11/2017 07:17,20/11/2017,
ZA-00010114,ZAC0016418,13/11/2017 19:32,COMPLETE,16/11/2017 05:23,19/11/2017 10:28,20/11/2017,
ZA-00010115,ZAC0011104,13/11/2017 15:53,DISPATCHED,19/11/2017 14:28,,26/11/2017,
ZA-00010116,ZAC0015135,13/11/2017 15:23,COMPLETE,14/11/2017 00:33,17/11/2017 10:40,21/11/2017,
ZA-00010117,ZAC0001671,13/11/2017 10:45,COMPLETE,17/11/2017 08:04,18/11/2017 22:10,21/11/2017,
ZA-00010118,ZAC0002337,14/11/2017 10:24,COMPLETE,22/11/2017 12:32,25/11/2017 14:15,27/11/2017,
ZA-00010119,ZAC0007558,14/11/2017 18:32,COMPLETE,16/11/2017 16:25,18/11/2017 15:21,20/11/2017,
ZA-00010120,ZAC0019512,14/11/2017 07:49,COMPLETE,17/11/2017 07:53,22/11/2017 02:57,20/11/2017,
ZA-00010121,ZAC0000905,14/11/2017 06:07,COMPLETE,16/11/2017 02:08,26/11/2017 17:58,23/11/2017,
ZA-00010122,ZAC0022772,14/11/2017 14:12,COMPLETE,16/11/2017 17:54,21/11/2017 21:40,20/11/2017,
ZA-00010123,ZAC0005046,14/11/2017 06:02,COMPLETE,15/11/2017 18:21,19/11/2017 15:02,19/11/2017,
ZA-00010124,ZAC0005252,14/11/2017 18:02,COMPLETE,15/11/2017 04:37,17/11/2017 05:52,19/11/2017,BULK20
ZA-00010125,ZAC0010605,14/11/2017 22:54,COMPLETE,16/11/2017 10:52,20/11/2017 07:52,20/11/2017,
ZA-00010126,ZAC0014674,14/11/2017 18:58,DISPATCHED,15/11/2017 23:24,,22/11/2017,
ZA-00010127,ZAC0010761,14/11/2017 20:22,COMPLETE,15/11/2017 16:47,21/11/2017 23:01,22/11/2017,
ZA-00010128,ZAC0014784,14/11/2017 06:41,COMPLETE,14/11/2017 12:18,17/11/2017 03:28,19/11/2017,
ZA-00010129,ZAC0006441,14/11/2017 20:34,COMPLETE,19/11/2017 09:11,29/11/2017 17:07,23/11/2017,BULK20
ZA-00010130,ZAC0000384,14/11/2017 18:32,COMPLETE,16/11/2017 18:54,28/11/2017 02:34,21/11/2017,
ZA-00010131,ZAC0014159,14/11/2017 15:07,COMPLETE,15/11/2017 00:59,18/11/2017 10:31,19/11/2017,WINTER15
ZA-00010132,ZAC0007265,14/11/2017 13:11,COMPLETE,15/11/2017 17:53,19/11/2017 22:56,19/11/2017,
ZA-00010133,ZAC0017936,14/11/2017 14:54,COMPLETE,15/11/2017 14:59,25/11/2017 11:09,18/11/2017,WINTER15
ZA-00010134,ZAC0005346,14/11/2017 06:24,COMPLETE,16/11/2017 08:51,20/11/2017 02:44,21/11/2017,FLASH25
ZA-00010135,ZAC0022200,14/11/2017 06:13,COMPLETE,14/11/2017 21:30,23/11/2017 02:30,21/11/2017,
ZA-00010136,ZAC0021037,14/11/2017 08:05,COMPLETE,20/11/2017 09:41,23/11/2017 05:49,30/11/2017,WELCOME10
ZA-00010137,ZAC0022868,14/11/2017 10:18,COMPLETE,14/11/2017 23:30,18/11/2017 03:14,19/11/2017,
ZA-00010138,ZAC0022063,14/11/2017 10:59,RETURNED,18/11/2017 11:24,21/11/2017 08:35,28/11/2017,
ZA-00010139,ZAC0001045,14/11/2017 19:31,COMPLETE,16/11/2017 03:57,19/11/2017 05:46,21/11/2017,BULK20
ZA-00010140,ZAC0017034,14/11/2017 22:11,COMPLETE,19/11/2017 13:35,22/11/2017 03:40,24/11/2017,
ZA-00010141,ZAC0010795,14/11/2017 22:22,COMPLETE,17/11/2017 03:26,19/11/2017 09:19,20/11/2017,
ZA-00010142,ZAC0004884,14/11/2017 15:33,COMPLETE,14/11/2017 23:05,17/11/2017 14:54,19/11/2017,LOYAL5
ZA-00010143,ZAC0012405,14/11/2017 10:52,COMPLETE,19/11/2017 15:39,23/11/2017 04:43,23/11/2017,
ZA-00010144,ZAC0001733,14/11/2017 19:47,COMPLETE,17/11/2017 02:39,25/11/2017 19:04,21/11/2017,
ZA-00010145,ZAC0015547,14/11/2017 22:58,COMPLETE,18/11/2017 17:23,21/11/2017 10:29,22/11/2017,
ZA-00010146,ZAC0010713,14/11/2017 15:01,COMPLETE,16/11/2017 11:56,18/11/2017 09:30,23/11/2017,
ZA-00010147,ZAC0017648,14/11/2017 10:50,COMPLETE,15/11/2017 14:57,24/11/2017 05:34,20/11/2017,
ZA-00010148,ZAC0011514,14/11/2017 13:59,DISPATCHED,16/11/2017 19:35,,19/11/2017,WINTER15
ZA-00010149,ZAC0017543,14/11/2017 17:47,COMPLETE,17/11/2017 00:48,28/11/2017 18:18,24/11/2017,WINTER15
ZA-00010150,ZAC0011515,14/11/2017 13:06,COMPLETE,14/11/2017 16:32,16/11/2017 08:51,19/11/2017,
ZA-00010151,ZAC0007356,14/11/2017 14:50,COMPLETE,15/11/2017 15:24,21/11/2017 09:45,19/11/2017,
ZA-00010152,ZAC0012700,14/11/2017 20:05,COMPLETE,15/11/2017 04:40,20/11/2017 07:53,20/11/2017,
ZA-00010153,ZAC0020838,14/11/2017 19:32,COMPLETE,16/11/2017 04:16,19/11/2017 14:11,26/11/2017,
ZA-00010154,ZAC0022136,14/11/2017 18:42,COMPLETE,16/11/2017 04:28,20/11/2017 10:50,21/11/2017,
ZA-00010155,ZAC0022106,14/11/2017 14:05,COMPLETE,18/11/2017 00:16,19/11/2017 10:19,21/11/2017,
ZA-00010156,ZAC0009506,14/11/2017 07:42,COMPLETE,16/11/2017 18:19,21/11/2017 14:10,20/11/2017,FREESHIP
ZA-00010157,ZAC0021596,14/11/2017 13:19,COMPLETE,20/11/2017 08:38,26/11/2017 04:41,25/11/2017,
ZA-00010158,ZAC0000039,14/11/2017 21:30,COMPLETE,16/11/2017 15:33,22/11/2017 11:36,21/11/2017,
ZA-00010159,ZAC0015274,15/11/2017 20:39,COMPLETE,16/11/2017 17:40,23/11/2017 12:22,19/11/2017,
ZA-00010160,ZAC0018588,15/11/2017 10:30,COMPLETE,17/11/2017 15:59,21/11/2017 22:01,21/11/2017,
ZA-00010161,ZAC0002635,15/11/2017 14:31,COMPLETE,15/11/2017 21:24,20/11/2017 03:14,19/11/2017,
ZA-00010162,ZAC0000024,15/11/2017 06:29,DISPATCHED,16/11/2017 22:20,,20/11/2017,
ZA-00010163,ZAC0004708,15/11/2017 14:00,COMPLETE,17/11/2017 08:04,20/11/2017 09:30,22/11/2017,
ZA-00010164,ZAC0014562,15/11/2017 10:38,COMPLETE,16/11/2017 21:27,18/11/2017 16:16,20/11/2017,WINTER15
ZA-00010165,ZAC0000835,15/11/2017 12:26,COMPLETE,17/11/2017 11:56,20/11/2017 09:27,24/11/2017,BULK20
ZA-00010166,ZAC0011285,15/11/2017 19:08,COMPLETE,16/11/2017 22:28,24/11/2017 00:17,20/11/2017,
ZA-00010167,ZAC0019744,15/11/2017 10:00,CANCELLED,,,,WINTER15
ZA-00010168,ZAC0018087,15/11/2017 12:27,COMPLETE,19/11/2017 13:38,21/11/2017 14:56,23/11/2017,
ZA-00010169,ZAC0021815,15/11/2017 10:31,COMPLETE,16/11/2017 13:28,20/11/2017 07:13,20/11/2017,
ZA-00010170,ZAC0007870,15/11/2017 07:50,COMPLETE,18/11/2017 09:08,20/11/2017 23:33,22/11/2017,
ZA-00010171,ZAC0008636,15/11/2017 09:17,COMPLETE,16/11/2017 06:12,22/11/2017 07:26,19/11/2017,
ZA-00010172,ZAC0004892,15/11/2017 10:48,COMPLETE,22/11/2017 23:49,26/11/2017 04:30,26/11/2017,WELCOME10
ZA-00010173,ZAC0000629,15/11/2017 18:14,COMPLETE,18/11/2017 04:07,24/11/2017 12:54,21/11/2017,
ZA-00010174,ZAC0021553,15/11/2017 14:40,CANCELLED,,,,
ZA-00010175,ZAC0009626,15/11/2017 16:20,COMPLETE,17/11/2017 18:17,19/11/2017 06:00,21/11/2017,
ZA-00010176,ZAC0013240,15/11/2017 12:44,COMPLETE,21/11/2017 05:36,23/11/2017 04:38,25/11/2017,
ZA-00010177,ZAC0021103,15/11/2017 21:07,COMPLETE,17/11/2017 01:24,24/11/2017 11:23,20/11/2017,
ZA-00010178,ZAC0023932,15/11/2017 11:24,COMPLETE,16/11/2017 19:44,17/11/2017 18:10,20/11/2017,
ZA-00010179,ZAC0016868,15/11/2017 17:54,COMPLETE,19/11/2017 15:46,29/11/2017 23:29,26/11/2017,
ZA-00010180,ZAC0023236,15/11/2017 21:58,COMPLETE,20/11/2017 17:31,27/11/2017 04:19,25/11/2017,
ZA-00010181,ZAC0011941,15/11/2017 19:13,COMPLETE,17/11/2017 05:14,20/11/2017 05:29,27/11/2017,
ZA-00010182,ZAC0013903,15/11/2017 18:54,COMPLETE,18/11/2017 04:53,22/11/2017 03:27,21/11/2017,
ZA-00010183,ZAC0016974,15/11/2017 12:11,COMPLETE,17/11/2017 21:31,19/11/2017 17:15,24/11/2017,
ZA-00010184,ZAC0020809,15/11/2017 10:24,COMPLETE,16/11/2017 17:54,26/11/2017 05:40,20/11/2017,
ZA-00010185,ZAC0016163,15/11/2017 09:36,COMPLETE,16/11/2017 20:12,22/11/2017 02:44,20/11/2017,
ZA-00010186,ZAC0016479,15/11/2017 06:47,COMPLETE,16/11/2017 22:17,19/11/2017 00:07,20/11/2017,LOYAL5
ZA-00010187,ZAC0008326,15/11/2017 14:29,COMPLETE,16/11/2017 10:33,16/11/2017 22:22,20/11/2017,
ZA-00010188,ZAC0010258,15/11/2017 20:27,CANCELLED,,,,
ZA-00010189,ZAC0002015,15/11/2017 14:13,COMPLETE,17/11/2017 23:06,23/11/2017 08:15,27/11/2017,
ZA-00010190,ZAC0014934,15/11/2017 10:12,COMPLETE,15/11/2017 23:35,18/11/2017 00:40,20/11/2017,
ZA-00010191,ZAC0011987,15/11/2017 16:35,COMPLETE,18/11/2017 05:51,19/11/2017 17:27,22/11/2017,
ZA-00010192,ZAC0014044,15/11/2017 09:05,COMPLETE,15/11/2017 19:13,23/11/2017 19:37,18/11/2017,
ZA-00010193,ZAC0021357,15/11/2017 21:38,COMPLETE,22/11/2017 01:11,27/11/2017 06:31,27/11/2017,BULK20
ZA-00010194,ZAC0005079,15/11/2017 08:01,COMPLETE,17/11/2017 10:57,24/11/2017 12:03,22/11/2017,
ZA-00010195,ZAC0002901,15/11/2017 06:31,COMPLETE,15/11/2017 22:28,16/11/2017 14:24,19/11/2017,
ZA-00010196,ZAC0003254,15/11/2017 08:38,COMPLETE,20/11/2017 23:30,22/11/2017 02:09,25/11/2017,
ZA-00010197,ZAC0016918,15/11/2017 12:59,COMPLETE,17/11/2017 18:43,22/11/2017 10:00,24/11/2017,
ZA-00010198,ZAC0004807,15/11/2017 20:31,COMPLETE,18/11/2017 02:26,20/11/2017 21:20,21/11/2017,WELCOME10
ZA-00010199,ZAC0010788,15/11/2017 09:23,COMPLETE,19/11/2017 06:04,23/11/2017 08:35,22/11/2017,
ZA-00010200,ZAC0021940,15/11/2017 10:15,COMPLETE,15/11/2017 17:42,21/11/2017 01:20,20/11/2017,WELCOME10
ZA-00010201,ZAC0022550,15/11/2017 16:48,COMPLETE,19/11/2017 01:18,24/11/2017 00:36,24/11/2017,
ZA-00010202,ZAC0015297,15/11/2017 07:38,COMPLETE,18/11/2017 19:50,27/11/2017 11:44,28/11/2017,
ZA-00010203,ZAC0018059,15/11/2017 11:20,COMPLETE,16/11/2017 16:07,25/11/2017 23:41,21/11/2017,
ZA-00010204,ZAC0019752,15/11/2017 21:25,COMPLETE,18/11/2017 17:27,21/11/2017 00:41,28/11/2017,
ZA-00010205,ZAC0017905,15/11/2017 13:57,COMPLETE,17/11/2017 08:50,22/11/2017 18:16,22/11/2017,
ZA-00010206,ZAC0019905,15/11/2017 06:32,COMPLETE,15/11/2017 16:51,21/11/2017 15:18,25/11/2017,
ZA-00010207,ZAC0015132,16/11/2017 14:47,COMPLETE,19/11/2017 14:23,23/11/2017 00:47,22/11/2017,
ZA-00010208,ZAC0007567,16/11/2017 16:53,COMPLETE,19/11/2017 20:12,22/11/2017 18:09,22/11/2017,
ZA-00010209,ZAC0002989,16/11/2017 14:45,COMPLETE,21/11/2017 13:55,22/11/2017 23:38,28/11/2017,
ZA-00010210,ZAC0005317,16/11/2017 17:59,COMPLETE,16/11/2017 21:47,20/11/2017 12:26,19/11/2017,
ZA-00010211,ZAC0009056,16/11/2017 08:10,COMPLETE,18/11/2017 04:50,23/11/2017 04:51,25/11/2017,FREESHIP
ZA-00010212,ZAC0017139,16/11/2017 16:42,COMPLETE,17/11/2017 03:59,23/11/2017 20:50,24/11/2017,
ZA-00010213,ZAC0016722,16/11/2017 17:54,COMPLETE,17/11/2017 19:58,26/11/2017 02:02,24/11/2017,
ZA-00010214,ZAC0021368,16/11/2017 07:14,COMPLETE,19/11/2017 21:39,22/11/2017 14:18,26/11/2017,
ZA-00010215,ZAC0002380,16/11/2017 11:01,COMPLETE,18/11/2017 17:07,23/11/2017 02:08,25/11/2017,
ZA-00010216,ZAC0010205,16/11/2017 18:29,COMPLETE,18/11/2017 11:04,19/11/2017 21:22,25/11/2017,WELCOME10
ZA-00010217,ZAC0016160,16/11/2017 22:08,COMPLETE,18/11/2017 19:05,20/11/2017 18:44,21/11/2017,
ZA-00010218,ZAC0017861,16/11/2017 16:21,COMPLETE,19/11/2017 17:58,23/11/2017 18:57,26/11/2017,FREESHIP
ZA-00010219,ZAC0011815,16/11/2017 08:16,COMPLETE,16/11/2017 21:46,19/11/2017 12:52,20/11/2017,
ZA-00010220,ZAC0007417,16/11/2017 06:26,COMPLETE,17/11/2017 05:54,26/11/2017 16:13,22/11/2017,BULK20
ZA-00010221,ZAC0008775,16/11/2017 16:53,COMPLETE,21/11/2017 10:32,28/11/2017 18:45,28/11/2017,
ZA-00010222,ZAC0015876,16/11/2017 19:36,COMPLETE,18/11/2017 13:33,19/11/2017 00:06,25/11/2017,
ZA-00010223,ZAC0019825,16/11/2017 10:31,COMPLETE,17/11/2017 09:18,22/11/2017 15:41,22/11/2017,
ZA-00010224,ZAC0012301,16/11/2017 12:03,COMPLETE,17/11/2017 05:48,20/11/2017 19:17,21/11/2017,
ZA-00010225,ZAC0020494,16/11/2017 09:55,COMPLETE,17/11/2017 06:27,25/11/2017 00:24,22/11/2017,
ZA-00010226,ZAC0009336,16/11/2017 14:29,COMPLETE,18/11/2017 09:45,25/11/2017 22:10,22/11/2017,FREESHIP
ZA-00010227,ZAC0013195,16/11/2017 08:28,RETURNED,16/11/2017 16:06,21/11/2017 10:53,19/11/2017,
ZA-00010228,ZAC0015288,16/11/2017 09:35,COMPLETE,18/11/2017 22:50,22/11/2017 17:56,21/11/2017,
ZA-00010229,ZAC0016273,16/11/2017 06:43,COMPLETE,17/11/2017 22:08,22/11/2017 23:53,24/11/2017,
ZA-00010230,ZAC0009746,16/11/2017 12:58,COMPLETE,17/11/2017 15:27,22/11/2017 13:10,21/11/2017,
ZA-00010231,ZAC0019506,16/11/2017 10:56,CANCELLED,,,,FLASH25
ZA-00010232,ZAC0015798,16/11/2017 17:56,COMPLETE,19/11/2017 08:17,27/11/2017 01:59,24/11/2017,
ZA-00010233,ZAC0001517,16/11/2017 07:12,DISPATCHED,16/11/2017 17:34,,26/11/2017,FLASH25
ZA-00010234,ZAC0005711,16/11/2017 17:38,COMPLETE,17/11/2017 04:27,20/11/2017 21:29,22/11/2017,
ZA-00010235,ZAC0019072,16/11/2017 13:44,COMPLETE,20/11/2017 15:26,29/11/2017 11:00,24/11/2017,WINTER15
ZA-00010236,ZAC0001216,16/11/2017 09:39,COMPLETE,18/11/2017 23:31,07/12/2017 14:50,28/11/2017,WELCOME10
ZA-00010237,ZAC0016083,16/11/2017 10:02,COMPLETE,18/11/2017 10:21,25/11/2017 14:03,23/11/2017,
ZA-00010238,ZAC0014614,16/11/2017 07:56,COMPLETE,19/11/2017 17:01,20/11/2017 08:11,24/11/2017,
ZA-00010239,ZAC0017334,16/11/2017 17:13,COMPLETE,19/11/2017 22:33,24/11/2017 09:42,24/11/2017,
ZA-00010240,ZAC0010644,16/11/2017 14:37,COMPLETE,16/11/2017 23:10,19/11/2017 22:25,26/11/2017,
ZA-00010241,ZAC0004285,16/11/2017 09:18,COMPLETE,17/11/2017 03:21,18/11/2017 20:20,22/11/2017,
ZA-00010242,ZAC0021268,16/11/2017 13:31,COMPLETE,17/11/2017 21:03,24/11/2017 04:12,22/11/2017,
ZA-00010243,ZAC0015330,16/11/2017 06:26,COMPLETE,17/11/2017 02:17,18/11/2017 01:01,20/11/2017,
ZA-00010244,ZAC0016695,16/11/2017 10:02,COMPLETE,18/11/2017 05:29,21/11/2017 04:40,23/11/2017,
ZA-00010245,ZAC0012103,16/11/2017 13:11,CANCELLED,,,,FLASH25
ZA-00010246,ZAC0019769,16/11/2017 09:06,COMPLETE,22/11/2017 04:23,25/11/2017 03:23,26/11/2017,
ZA-00010247,ZAC0008858,16/11/2017 09:22,COMPLETE,18/11/2017 10:09,22/11/2017 02:28,25/11/2017,
ZA-00010248,ZAC0003629,16/11/2017 20:58,COMPLETE,19/11/2017 04:42,24/11/2017 11:23,24/11/2017,
ZA-00010249,ZAC0018005,16/11/2017 17:54,COMPLETE,19/11/2017 03:03,28/11/2017 10:59,29/11/2017,
ZA-00010250,ZAC0021261,16/11/2017 06:04,COMPLETE,23/11/2017 01:22,27/11/2017 14:49,28/11/2017,
ZA-00010251,ZAC0014726,16/11/2017 08:57,COMPLETE,17/11/2017 04:35,22/11/2017 09:04,21/11/2017,BULK20
ZA-00010252,ZAC0011547,16/11/2017 22:25,COMPLETE,20/11/2017 16:15,29/11/2017 21:54,24/11/2017,
ZA-00010253,ZAC0008664,16/11/2017 13:25,COMPLETE,18/11/2017 13:35,21/11/2017 11:51,21/11/2017,
ZA-00010254,ZAC0019697,16/11/2017 12:25,COMPLETE,17/11/2017 05:00,22/11/2017 06:09,22/11/2017,
ZA-00010255,ZAC0017763,16/11/2017 06:56,COMPLETE,18/11/2017 03:32,24/11/2017 08:26,25/11/2017,WELCOME10
ZA-00010256,ZAC0023670,16/11/2017 19:12,COMPLETE,19/11/2017 18:46,21/11/2017 09:32,23/11/2017,
ZA-00010257,ZAC0022744,16/11/2017 10:44,COMPLETE,18/11/2017 11:51,21/11/2017 13:20,21/11/2017,
ZA-00010258,ZAC0001296,16/11/2017 21:09,COMPLETE,24/11/2017 19:41,30/11/2017 00:47,29/11/2017,
ZA-00010259,ZAC0022541,16/11/2017 11:07,COMPLETE,18/11/2017 00:45,23/11/2017 10:21,25/11/2017,
ZA-00010260,ZAC0016325,16/11/2017 10:01,COMPLETE,19/11/2017 23:43,27/11/2017 23:14,24/11/2017,
ZA-00010261,ZAC0017880,16/11/2017 17:11,COMPLETE,19/11/2017 01:56,22/11/2017 01:28,22/11/2017,BULK20
ZA-00010262,ZAC0019044,16/11/2017 10:48,COMPLETE,17/11/2017 16:35,22/11/2017 07:55,22/11/2017,
ZA-00010263,ZAC0005508,16/11/2017 21:44,COMPLETE,19/11/2017 14:43,24/11/2017 07:46,24/11/2017,
ZA-00010264,ZAC0014387,16/11/2017 07:29,COMPLETE,18/11/2017 13:04,27/11/2017 13:19,21/11/2017,BULK20
ZA-00010265,ZAC0003806,16/11/2017 19:33,COMPLETE,17/11/2017 18:43,22/11/2017 02:39,21/11/2017,
ZA-00010266,ZAC0012479,16/11/2017 08:32,COMPLETE,16/11/2017 19:37,20/11/2017 06:07,20/11/2017,
ZA-00010267,ZAC0005943,16/11/2017 12:33,COMPLETE,20/11/2017 08:49,24/11/2017 16:30,23/11/2017,WELCOME10
ZA-00010268,ZAC0002906,16/11/2017 17:34,COMPLETE,17/11/2017 22:03,21/11/2017 08:56,20/11/2017,
ZA-00010269,ZAC0023913,16/11/2017 17:00,COMPLETE,20/11/2017 10:15,27/11/2017 20:44,23/11/2017,
ZA-00010270,ZAC0003922,16/11/2017 07:20,RETURNED,17/11/2017 16:51,23/11/2017 08:37,22/11/2017,FLASH25
ZA-00010271,ZAC0002016,17/11/2017 16:23,COMPLETE,19/11/2017 12:23,23/11/2017 08:20,22/11/2017,
ZA-00010272,ZAC0022001,17/11/2017 18:11,PENDING,,,,
ZA-00010273,ZAC0016999,17/11/2017 20:50,COMPLETE,18/11/2017 23:26,24/11/2017 00:42,22/11/2017,
ZA-00010274,ZAC0008177,17/11/2017 22:58,CANCELLED,,,,
ZA-00010275,ZAC0013372,17/11/2017 15:19,COMPLETE,21/11/2017 05:17,22/11/2017 21:04,01/12/2017,WELCOME10
ZA-00010276,ZAC0000719,17/11/2017 13:28,COMPLETE,22/11/2017 04:17,26/11/2017 05:49,25/11/2017,
ZA-00010277,ZAC0020839,17/11/2017 20:52,COMPLETE,19/11/2017 11:49,21/11/2017 04:51,23/11/2017,
ZA-00010278,ZAC0011119,17/11/2017 21:56,COMPLETE,19/11/2017 20:54,27/11/2017 12:15,24/11/2017,FLASH25
